id_1,id_2,title_1,title_2,price_1,price_2,image_1,image_2,matching
3047e40c57022c60c0663d017521415c,d7790211e8b5091b6d9b0dda4da3c0a0,Smartphone K22 LMK200BMW Android 10 32gb 13mp 6.2,Smartphone LG K22 Dual Chip Android 10 Tela 6.2,899,759,https://i.zst.com.br/thumbs/8/38/13/1260212008.jpg,https://i.zst.com.br/thumbs/8/39/d/1179261696.jpg,1
6e78cc6231c7ed05e1de0a6091f5e64f,7e9a2e8e9f78d9700bc65c64ed0564e3,iPhone SE 64GB - (PRODUCT)RED,"iPhone SE Apple 64GB (PRODUCT)RED, Tela Retina HD de 4.7”, iOS, Câmera Traseira 12MP MHGR3BR/A",3699,2999,https://i.zst.com.br/thumbs/8/11/1b/1261616805.jpg,https://i.zst.com.br/thumbs/8/5/14/1260796278.jpg,1
12844b6ad6668633bfbf4ce62c1f5077,25f8618b1dc42722715e65a2d4f9a2bc,"Smartphone Sony Xperia Z5 Premium Ouro com 32GB, Tela 5.5"", Camera 23MP, Android 5.1",Smartphone Sony Xperia Z5 Premium 32GB 3GB RAM Câmera Traseira 23MP e Frontal 5MP Tela 5.5,1672,1672,https://i.zst.com.br/thumbs/8/indsp.gif,https://i.zst.com.br/thumbs/8/2c/34/1177004426.jpg,1
71d0d1f8b61cd22a45d94f7eff9f26a1,683eb31fde3f9cdba333c730433247d9,"Smartphone Multilaser MS60F, Quad Core, Android 7, Tela 5.5´, 8MP, 16GB, Dual Chip - Preto/Grafite","Smartphone Ms60F 4G Tela 5,5 Sensor De Impressão Digital 1Gb Ram Dual Chip Android 7 Multilaser Preto/Prata - P9055",399,479,https://i.zst.com.br/thumbs/8/21/14/741730944.jpg,https://i.zst.com.br/thumbs/8/31/e/1099790410.jpg,1
47c56cecca087249f2010785eeef3468,a58daf4b62786a9008fc8ef4fca26325,Usado: Samsung Galaxy S8 Plus 64GB Prata Excelente - Trocafone,Usado: Samsung Galaxy S8 Plus 64GB Preto Excelente - Trocafone,1329,1329,https://i.zst.com.br/thumbs/8/29/d/830261504.jpg,https://i.zst.com.br/thumbs/8/27/1a/1150934304.jpg,1
65aaf2fe1660b17754fc225c908ba9df,77dd0722b382bfa9022472198b11a69a,Smartphone LG K62 Android 10.0 Tela 6.6,"Smartphone LG K62 Azul, com Tela de 6,59",1499,1498,https://i.zst.com.br/thumbs/8/25/38/1268459104.jpg,https://i.zst.com.br/thumbs/8/d/21/1228809751.jpg,1
41f9bfe4cf954ede92fbbe3edf90bf15,9e4e75ddecc8408c34d4fd6d2707d2df,Samsung Galaxy M51 Desbloqueado 128GB Dual Sim Android 10.0 Tela 6.67”,Samsung Galaxy M51 Desbloqueado 128GB Dual Sim Android 10.0 Tela 6.67”,2599,2599,https://i.zst.com.br/thumbs/8/1f/11/1253056177.jpg,https://i.zst.com.br/thumbs/8/1a/33/1270300864.jpg,1
c84dc2f94049e44c52a70f8e52bc71e1,8c2468fa0d9a0cd45961e188e1f7a180,"Smartphone Samsung Galaxy S10 Azul 128GB, 8GB RAM, Tela Infinita de 6.1",Smartphone Samsung Galaxy S10 128Gb Azul 4G Tela 6.1,2599,3099,https://i.zst.com.br/thumbs/8/17/f/1141461753.jpg,https://i.zst.com.br/thumbs/8/1e/f/1224252266.jpg,1
9adc89a67a1eec01709d4a170150d35e,e5ec568a80b0ab5303c7d491e7c6e17c,"Smartphone ASUS Zenfone Zoom S com 64GB, Tela 5.5"" e 4GB de RAM - Rosa","Smartphone ASUS Zenfone Zoom S com 64GB, Tela 5.5"" e 4GB de RAM - Rosa",1999,1999,https://i.zst.com.br/thumbs/8/35/31/1243980001.jpg,https://i.zst.com.br/thumbs/8/32/37/1191139406.jpg,1
50717abac8698ecbcc2dc3ded775dd58,07915079a20fdf21a1f671897f2f17fa,Smartphone Motorola One Zoom 128GB Dual Chip Android Pie 9.0 Tela 6.4,Smartphone Motorola One Zoom 128GB Dual Chip Android Pie 9.0 Tela 6.4,2099,2099,https://i.zst.com.br/thumbs/8/indsp.gif,https://i.zst.com.br/thumbs/8/1c/12/1141530907.jpg,1
8e18642b213dcc5384e5a84bb6ce5046,9749f2da1653f906f04f9227ba449883,Smartphone Philco PCS02RG Android 10 Dual Sim 128GB Rose Gold,"Smartphone Philco PCS02RG Hit Max 128 GB 6"" Câmera Dupla 12 MP 12 MP Frontal 8MP Android 10 Rosê",998,1299,https://i.zst.com.br/thumbs/8/c/1b/1161814789.jpg,https://i.zst.com.br/thumbs/8/35/34/1182697485.jpg,1
cff84bfe192d3342b52bf33082977645,03dba5c76bce286de6b9050a48436391,Smartphone Xiaomi Poco X3 6GB Ram Tela 6.67 128GB Camera Quadrupla 64+13+2+2MP - Azul,Smartphone Xiaomi Pocophone Poco X3 NFC 128GB Cobalt Blue (Azul),2599,2764,https://i.zst.com.br/thumbs/8/29/38/1268206179.jpg,https://i.zst.com.br/thumbs/8/23/1a/1291109902.jpg,1
eb87158b6dd4956b6eede5b8c6dda848,4ad31a043d5e2b98da2e450b2052a8cb,"iPhone XR Apple 128GB (PRODUCT)RED, Tela Liquid Retina HD de 6.1”, iOS, Câmera Traseira 12MP MH7N3BR/A","iPhone XR Apple 128GB (PRODUCT)RED, Tela Liquid Retina HD de 6.1”, iOS, Câmera Traseira 12MP MH7N3BR/A",3999,3999,https://i.zst.com.br/thumbs/8/17/35/1251522838.jpg,https://i.zst.com.br/thumbs/8/29/3a/1246615557.jpg,1
6843ab162d16877902207d4c642b5c74,43253a6b0bb565fdecdb2a0ec3185798,Smartphone Samsung Galaxy S10e 128Gb Branco Tela 5.8,Smartphone Samsung Galaxy S10e - 128 Gb,3999,1999,https://i.zst.com.br/thumbs/8/10/31/1216782295.jpg,https://i.zst.com.br/thumbs/8/34/34/1191004143.jpg,1
6ae92c89e60bc4f4745374e07540601f,0959fe362b7b7bb6ed3d56d3b5f9d673,Smartphone Positivo S513 Twist 3 32Gb Tela 5.5 3G Preto,Smartphone Positivo Twist 3 S513 32GB Dual Chip 5.5,549,593,https://i.zst.com.br/thumbs/8/3d/2f/1236593098.jpg,https://i.zst.com.br/thumbs/8/2c/3b/1186517772.jpg,1
41d32740fde163b0fb2002d4414fe410,adc7e647f30f3b9c6cf95687a6ef23d6,Smartphone Motorola Moto G7 64GB 4GB RAM Câmera Dupla 12MP Tela 6.2,"Smartphone Motorola Moto G7 Ônix XT1962 64GB, Tela de 6,24",1899,1999,https://i.zst.com.br/thumbs/8/2f/1a/884505915.jpg,https://i.zst.com.br/thumbs/8/27/36/794413461.jpg,1
144cd7f152f3a5b3ba4308a1d6fed997,66264572af35e3b58e467726420c3c07,"Smartphone Samsung Galaxy S20 Azul 128GB, 8GB RAM, Tela Infinita de 6.2","Smartphone Samsung Galaxy S20 Rosa 128GB, 8GB RAM, Tela Infinita de 6.2",3599,3599,https://i.zst.com.br/thumbs/8/c/c/1026183084.jpg,https://i.zst.com.br/thumbs/8/12/3e/1150828631.jpg,1
115ab0c369c1396a815deb0f58a5ef32,fca5fb6a7f1be6194b8cf9a279880e62,smartphone lg g8s thinq branco tela 6.2 oled 128gb 6gb de ram camera tripla 12mp 13mp e 12mp,smartphone lg g8s thinq branco tela 6.2 oled 128gb 6gb de ram camera tripla 12mp 13mp e 12mp,3329,3329,https://i.zst.com.br/thumbs/8/3d/11/1024485801.jpg,https://i.zst.com.br/thumbs/8/39/3a/1024846832.jpg,1
59e8294f63a55691818e98b5f93265db,57fe9bccc0e3acde808bedb88422858c,"iPhone 8 Apple Plus com 64GB, Tela Retina HD de 5,5”, iOS 12, Dupla Câmera Traseira, Resistente à Água, Wi-Fi, 4G LTE e NFC – Prateado","iPhone 8 Apple Plus com 64GB, Tela Retina HD de 5,5”, iOS 12, Dupla Câmera Traseira, Resistente à Água, Wi-Fi, 4G LTE e NFC – Prateado",4599,4599,https://i.zst.com.br/thumbs/8/2a/30/1153044141.jpg,https://i.zst.com.br/thumbs/8/15/37/1182931742.jpg,1
